date,txn_id,type,category,subcategory,description,amount,payment_method,outlet,note
2026-02-09,T15222,income,Sales - Catering,Wedding,Cheras - Event,4265.35,GrabPay,Cheras,
2026-02-06,T15968,expense,Delivery Platforms,FoodPanda Commission,Bangsar - GrabFood Commission,79.63,Bank Transfer,Bangsar,reimbursed
2026-02-09,T15223,income,Sales - Catering,Wedding,Cheras - Corporate Order,6555.73,Credit Card,Cheras,pending receipt
2026-02-08,T15940,expense,COGS - Packaging,Boxes,Bangsar - Stickers,682.46,GrabPay,Bangsar,urgent
2026-02-08,T15945,expense,Marketing,Influencer,Bangsar - Influencer,1838.9,DuitNow,Bangsar,reimbursed
2026-02-09,T15922,expense,Staff - OT,Public Holiday,Bangsar - Public Holiday,190.4,DuitNow,Bangsar,dobule check
2026-02-08,T15953,expense,Staff - OT,Public Holiday,Bangsar - Public Holiday,524.78,Bank Transfer,Bangsar,
2026-02-08,T15954,expense,Delivery Platforms,FoodPanda Commission,Bangsar - FoodPanda Commission,226.85,DuitNow,Bangsar,reimbursed
2026-02-08,T15962,expense,COGS - Ingredients,Flour,Bangsar - Sugar,2708.64,DuitNow,Bangsar,urgent
2026-02-10,T15902,expense,COGS - Ingredients,Coffee Beans,SS15 - Butter,874.38,Bank Transfer,SS15,
2026-02-12,T15907,expense,Staff - OT,Extended Hours,SS15 - Weekend,427.61,DuitNow,SS15,sofi invoice
2026-02-11,T15909,expense,Delivery Platforms,FoodPanda Commission,SS15 - GrabFood Commission,608.72,DuitNow,SS15,
2026-02-12,T15910,expense,Equipment,Oven Repair,SS15 - Oven Repair,6424.01,TnG eWallet,SS15,urgent
2026-02-13,T15876,expense,Delivery Platforms,GrabFood Commission,SS15 - FoodPanda Commission,1188.76,Credit Card,SS15,
2026-02-08,T15971,expense,Marketing,FB Ads,Bangsar - Influencer,1246.08,Credit Card,Bangsar,
2026-02-14,T15866,expense,Equipment,Oven Repair,SS15 - New Fridge,5749.73,GrabPay,SS15,urgent
2026-02-14,T15898,expense,Staff - OT,Extended Hours,SS15 - Weekend,319.2,Credit Card,SS15,recurring
2026-02-15,T15873,expense,Admin,Accountant Fee,SS15 - Stationery,677.16,DuitNow,SS15,
2026-02-09,T15885,expense,Equipment,New Fridge,SS15 - Oven Repair,2321.87,TnG eWallet,SS15,
2026-02-09,T15936,expense,Equipment,Oven Repair,Bangsar - Cutlery,4227.72,Credit Card,Bangsar,
2026-02-10,T15224,income,Sales - Delivery,FoodPanda,SS15 - FoodPanda,1200.01,GrabPay,SS15,pending receipt
2026-02-10,T15225,income,Sales - Dine In,Pastries,SS15 - Cakes,2028.74,Cash,SS15,recurring
2026-02-10,T15226,income,Sales - Dine In,Pastries,SS15 - Coffee,811.38,TnG eWallet,SS15,recurring
2026-02-10,T15227,income,Sales - Catering,Wedding,SS15 - Event,4893.28,GrabPay,SS15,urgent
2026-02-10,T15228,income,Sales - Takeaway,Bread Loaf,SS15 - Pastries,558.85,DuitNow,SS15,
2026-02-10,T15229,income,Sales - Dine In,Cakes,SS15 - Cakes,2186.66,GrabPay,SS15,sofi invoice
2026-02-10,T15230,income,Sales - Catering,Wedding,SS15 - Event,947.76,GrabPay,SS15,
2026-02-10,T15231,income,Other Income,Workshop Ticket,SS15 - Gift Card,546.42,TnG eWallet,SS15,sofi invoice
2026-02-10,T15232,income,Sales - Catering,Wedding,SS15 - Event,7198.51,Credit Card,SS15,
2026-02-10,T15233,income,Sales - Catering,Wedding,Bangsar - Wedding,1918.37,DuitNow,Bangsar,urgent
2026-02-10,T15234,income,Other Income,Gift Card,Bangsar - Gift Card,1013.16,TnG eWallet,Bangsar,
2026-02-10,T15235,income,Sales - Takeaway,Coffee,Bangsar - Pastries,825.77,Cash,Bangsar,dobule check
2026-02-10,T15236,income,Sales - Delivery,ShopeeFood,Bangsar - FoodPanda,1259.69,Bank Transfer,Bangsar,dobule check
2026-02-10,T15237,income,Sales - Catering,Corporate Order,Bangsar - Event,1067.76,Cash,Bangsar,
2026-02-10,T15238,income,Sales - Catering,Event,Bangsar - Wedding,7389.19,TnG eWallet,Bangsar,sofi invoice
2026-02-10,T15239,income,Other Income,Workshop Ticket,Bangsar - Workshop Ticket,189.01,Cash,Bangsar,urgent
2026-02-10,T15240,income,Sales - Delivery,FoodPanda,Bangsar - GrabFood,1462.47,GrabPay,Bangsar,
2026-02-10,T15241,income,Sales - Delivery,GrabFood,Bangsar - ShopeeFood,235.64,Credit Card,Bangsar,
2026-02-10,T15242,income,Sales - Delivery,ShopeeFood,Bangsar - ShopeeFood,430.51,Credit Card,Bangsar,
2026-02-10,T15243,income,Sales - Catering,Corporate Order,Bangsar - Corporate Order,1879.7,Bank Transfer,Bangsar,recurring
2026-02-10,T15244,income,Other Income,Gift Card,Bangsar - Merchandise,820.56,Credit Card,Bangsar,check w boss
2026-02-10,T15245,income,Sales - Dine In,Set Lunch,Bangsar - Pastries,1194.89,Cash,Bangsar,pending receipt
2026-02-10,T15246,income,Sales - Takeaway,Bread Loaf,Cheras - Pastries,567.6,Credit Card,Cheras,
2026-02-10,T15247,income,Sales - Catering,Wedding,Cheras - Wedding,1394.23,Cash,Cheras,check w boss
2026-02-10,T15248,income,Sales - Takeaway,Coffee,Cheras - Pastries,205.67,TnG eWallet,Cheras,check w boss
2026-02-10,T15249,income,Sales - Dine In,Set Lunch,Cheras - Pastries,1904.32,Credit Card,Cheras,reimbursed
2026-02-10,T15250,income,Sales - Catering,Wedding,Cheras - Event,5207.65,Cash,Cheras,urgent
2026-02-10,T15251,income,Sales - Delivery,ShopeeFood,Cheras - ShopeeFood,369.8,Cash,Cheras,
2026-02-10,T15252,income,Other Income,Workshop Ticket,Cheras - Workshop Ticket,373.26,Cash,Cheras,check w boss
2026-02-10,T15253,income,Sales - Takeaway,Bread Loaf,Cheras - Pastries,226.61,DuitNow,Cheras,reimbursed
2026-02-10,T15254,income,Sales - Dine In,Coffee,Cheras - Set Lunch,1202.64,TnG eWallet,Cheras,reimbursed
2026-02-09,T15939,expense,Delivery Platforms,FoodPanda Commission,Bangsar - FoodPanda Commission,1323.86,GrabPay,Bangsar,
2026-02-11,T15255,income,Sales - Catering,Wedding,SS15 - Event,3544.65,GrabPay,SS15,
2026-02-11,T15256,income,Sales - Delivery,FoodPanda,SS15 - GrabFood,1262.29,GrabPay,SS15,
2026-02-11,T15257,income,Other Income,Workshop Ticket,SS15 - Workshop Ticket,180.15,TnG eWallet,SS15,sofi invoice
2026-02-11,T15258,income,Other Income,Merchandise,SS15 - Gift Card,388.72,Credit Card,SS15,
2026-02-11,T15259,income,Other Income,Merchandise,SS15 - Merchandise,722.75,TnG eWallet,SS15,sofi invoice
2026-02-11,T15260,income,Sales - Delivery,FoodPanda,SS15 - ShopeeFood,995.3,DuitNow,SS15,dobule check
2026-02-11,T15261,income,Other Income,Merchandise,SS15 - Workshop Ticket,311.87,Credit Card,SS15,
2026-02-11,T15262,income,Sales - Catering,Event,SS15 - Event,7275.84,Cash,SS15,
2026-02-11,T15263,income,Sales - Takeaway,Coffee,SS15 - Coffee,839.39,Bank Transfer,SS15,check w boss
2026-02-11,T15264,income,Sales - Delivery,ShopeeFood,SS15 - ShopeeFood,1433.73,Credit Card,SS15,check w boss
2026-02-11,T15265,income,Sales - Dine In,Cakes,SS15 - Cakes,1272.62,Cash,SS15,pending receipt
2026-02-11,T15266,income,Sales - Dine In,Set Lunch,Bangsar - Coffee,223.17,Cash,Bangsar,
2026-02-11,T15267,income,Sales - Dine In,Cakes,Bangsar - Cakes,1637.92,DuitNow,Bangsar,
2026-02-11,T15268,income,Sales - Catering,Event,Bangsar - Corporate Order,3738.9,DuitNow,Bangsar,pending receipt
2026-02-11,T15269,income,Sales - Takeaway,Pastries,Bangsar - Bread Loaf,585.61,GrabPay,Bangsar,
2026-02-11,T15270,income,Other Income,Workshop Ticket,Bangsar - Gift Card,201.32,Cash,Bangsar,check w boss
2026-02-11,T15271,income,Sales - Delivery,ShopeeFood,Bangsar - FoodPanda,254.02,DuitNow,Bangsar,pending receipt
2026-02-11,T15272,income,Sales - Dine In,Cakes,Bangsar - Cakes,1600.72,Cash,Bangsar,
2026-02-11,T15273,income,Sales - Dine In,Set Lunch,Bangsar - Cakes,552.44,Bank Transfer,Bangsar,
2026-02-11,T15274,income,Sales - Takeaway,Bread Loaf,Bangsar - Bread Loaf,754.72,GrabPay,Bangsar,
2026-02-11,T15275,income,Sales - Takeaway,Coffee,Cheras - Coffee,702.67,Bank Transfer,Cheras,sofi invoice
2026-02-11,T15276,income,Sales - Delivery,ShopeeFood,Cheras - GrabFood,1317.62,Credit Card,Cheras,sofi invoice
2026-02-11,T15277,income,Other Income,Merchandise,Cheras - Merchandise,664.02,TnG eWallet,Cheras,
2026-02-11,T15278,income,Other Income,Workshop Ticket,Cheras - Merchandise,367.64,Bank Transfer,Cheras,
2026-02-11,T15279,income,Other Income,Merchandise,Cheras - Workshop Ticket,815.7,Bank Transfer,Cheras,sofi invoice
2026-02-11,T15280,income,Sales - Delivery,GrabFood,Cheras - FoodPanda,1110.36,TnG eWallet,Cheras,recurring
2026-02-11,T15281,income,Sales - Dine In,Set Lunch,Cheras - Pastries,607.13,Cash,Cheras,reimbursed
2026-02-11,T15282,income,Other Income,Merchandise,Cheras - Merchandise,395.01,Cash,Cheras,recurring
2026-02-12,T15283,income,Other Income,Merchandise,SS15 - Merchandise,1145.3,Credit Card,SS15,pending receipt
2026-02-12,T15284,income,Sales - Dine In,Pastries,SS15 - Pastries,532.89,TnG eWallet,SS15,
2026-02-12,T15285,income,Sales - Catering,Event,SS15 - Event,3211.54,Credit Card,SS15,recurring
2026-02-12,T15286,income,Sales - Takeaway,Pastries,SS15 - Bread Loaf,112.91,Cash,SS15,reimbursed
2026-02-12,T15287,income,Other Income,Workshop Ticket,SS15 - Merchandise,1189.72,DuitNow,SS15,
2026-02-12,T15288,income,Sales - Dine In,Set Lunch,SS15 - Set Lunch,2396.4,DuitNow,SS15,sofi invoice
2026-02-12,T15289,income,Sales - Catering,Corporate Order,SS15 - Event,5103.39,Credit Card,SS15,
2026-02-12,T15290,income,Sales - Delivery,ShopeeFood,SS15 - FoodPanda,1568.79,GrabPay,SS15,
2026-02-12,T15291,income,Other Income,Merchandise,SS15 - Gift Card,572.74,Cash,SS15,check w boss
2026-02-12,T15292,income,Sales - Dine In,Coffee,Bangsar - Pastries,1560.52,GrabPay,Bangsar,sofi invoice
2026-02-12,T15293,income,Sales - Delivery,FoodPanda,Bangsar - ShopeeFood,1255.11,GrabPay,Bangsar,dobule check
2026-02-12,T15294,income,Sales - Dine In,Pastries,Bangsar - Coffee,693.76,TnG eWallet,Bangsar,
2026-02-12,T15295,income,Sales - Dine In,Set Lunch,Bangsar - Set Lunch,1487.46,Cash,Bangsar,recurring
2026-02-12,T15296,income,Sales - Delivery,ShopeeFood,Bangsar - ShopeeFood,427.03,Bank Transfer,Bangsar,sofi invoice
2026-02-12,T15297,income,Sales - Delivery,GrabFood,Bangsar - ShopeeFood,1360.62,GrabPay,Bangsar,reimbursed
2026-02-12,T15298,income,Sales - Takeaway,Bread Loaf,Bangsar - Bread Loaf,198.24,TnG eWallet,Bangsar,reimbursed
2026-02-12,T15299,income,Sales - Catering,Corporate Order,Bangsar - Wedding,1067.94,Bank Transfer,Bangsar,
2026-02-12,T15300,income,Other Income,Merchandise,Bangsar - Gift Card,76.96,Credit Card,Bangsar,
2026-02-12,T15301,income,Sales - Catering,Event,Bangsar - Corporate Order,6270.71,TnG eWallet,Bangsar,dobule check
2026-02-12,T15302,income,Other Income,Gift Card,Bangsar - Merchandise,749.92,TnG eWallet,Bangsar,check w boss
2026-02-12,T15303,income,Sales - Takeaway,Bread Loaf,Bangsar - Bread Loaf,854.46,DuitNow,Bangsar,
2026-02-12,T15304,income,Sales - Delivery,GrabFood,Cheras - ShopeeFood,129.11,TnG eWallet,Cheras,urgent
2026-02-12,T15305,income,Sales - Delivery,GrabFood,Cheras - ShopeeFood,1098.33,GrabPay,Cheras,
2026-02-12,T15306,income,Sales - Dine In,Cakes,Cheras - Cakes,437.19,GrabPay,Cheras,urgent
2026-02-12,T15307,income,Sales - Delivery,GrabFood,Cheras - GrabFood,479.84,TnG eWallet,Cheras,
2026-02-12,T15308,income,Sales - Delivery,ShopeeFood,Cheras - ShopeeFood,138.46,TnG eWallet,Cheras,dobule check
2026-02-12,T15309,income,Sales - Catering,Wedding,Cheras - Event,3751.85,Bank Transfer,Cheras,
2026-02-12,T15310,income,Sales - Delivery,ShopeeFood,Cheras - ShopeeFood,102.22,TnG eWallet,Cheras,
2026-02-12,T15311,income,Sales - Delivery,GrabFood,Cheras - GrabFood,228.2,Cash,Cheras,dobule check
2026-02-12,T15312,income,Sales - Takeaway,Bread Loaf,Cheras - Coffee,589.26,GrabPay,Cheras,urgent
2026-02-12,T15313,income,Sales - Delivery,ShopeeFood,Cheras - GrabFood,220.68,Bank Transfer,Cheras,sofi invoice
2026-02-13,T15314,income,Other Income,Merchandise,SS15 - Workshop Ticket,356.12,GrabPay,SS15,sofi invoice
2026-02-13,T15315,income,Sales - Catering,Corporate Order,SS15 - Wedding,5732.78,Cash,SS15,urgent
2026-02-13,T15316,income,Sales - Dine In,Set Lunch,SS15 - Pastries,597.6,GrabPay,SS15,sofi invoice
2026-02-13,T15317,income,Sales - Delivery,GrabFood,SS15 - ShopeeFood,1565.85,DuitNow,SS15,reimbursed
2026-02-13,T15318,income,Sales - Takeaway,Coffee,SS15 - Coffee,512.33,GrabPay,SS15,pending receipt
2026-02-13,T15319,income,Other Income,Workshop Ticket,SS15 - Merchandise,283.6,Bank Transfer,SS15,sofi invoice
2026-02-13,T15320,income,Sales - Delivery,GrabFood,SS15 - GrabFood,299.95,Cash,SS15,dobule check
2026-02-13,T15321,income,Other Income,Gift Card,SS15 - Merchandise,861.02,GrabPay,SS15,urgent
2026-02-13,T15322,income,Sales - Delivery,FoodPanda,SS15 - FoodPanda,634.69,GrabPay,SS15,
2026-02-13,T15323,income,Sales - Takeaway,Bread Loaf,SS15 - Pastries,641.5,TnG eWallet,SS15,
2026-02-13,T15324,income,Sales - Dine In,Pastries,SS15 - Coffee,779.45,GrabPay,SS15,urgent
2026-02-13,T15325,income,Sales - Catering,Corporate Order,SS15 - Event,5383.99,DuitNow,SS15,
2026-02-13,T15326,income,Other Income,Gift Card,SS15 - Workshop Ticket,798.09,Credit Card,SS15,
2026-02-13,T15327,income,Other Income,Merchandise,SS15 - Gift Card,674.18,TnG eWallet,SS15,reimbursed
2026-02-13,T15328,income,Sales - Delivery,FoodPanda,SS15 - FoodPanda,1552.35,Credit Card,SS15,sofi invoice
2026-02-13,T15329,income,Sales - Catering,Wedding,Bangsar - Wedding,6806.8,GrabPay,Bangsar,
2026-02-13,T15330,income,Sales - Dine In,Coffee,Bangsar - Coffee,1535.33,GrabPay,Bangsar,reimbursed
2026-02-13,T15331,income,Other Income,Workshop Ticket,Bangsar - Workshop Ticket,65.53,GrabPay,Bangsar,
2026-02-13,T15332,income,Sales - Takeaway,Pastries,Bangsar - Coffee,562.59,GrabPay,Bangsar,reimbursed
2026-02-13,T15333,income,Sales - Delivery,FoodPanda,Bangsar - GrabFood,1179.67,TnG eWallet,Bangsar,
2026-02-13,T15334,income,Sales - Catering,Corporate Order,Bangsar - Event,8334.48,Credit Card,Bangsar,dobule check
2026-02-13,T15335,income,Sales - Dine In,Coffee,Bangsar - Set Lunch,209.46,DuitNow,Bangsar,pending receipt
2026-02-13,T15336,income,Sales - Takeaway,Coffee,Bangsar - Bread Loaf,735.69,TnG eWallet,Bangsar,pending receipt
2026-02-13,T15337,income,Sales - Catering,Event,Bangsar - Event,2450.44,DuitNow,Bangsar,check w boss
2026-02-13,T15338,income,Sales - Takeaway,Pastries,Bangsar - Bread Loaf,215.6,Cash,Bangsar,check w boss
2026-02-13,T15339,income,Other Income,Gift Card,Cheras - Merchandise,937.5,Credit Card,Cheras,pending receipt
2026-02-13,T15340,income,Other Income,Workshop Ticket,Cheras - Workshop Ticket,704.76,Bank Transfer,Cheras,
2026-02-13,T15341,income,Other Income,Gift Card,Cheras - Workshop Ticket,397.32,TnG eWallet,Cheras,dobule check
2026-02-13,T15342,income,Sales - Catering,Corporate Order,Cheras - Event,3612.32,Credit Card,Cheras,
2026-02-13,T15343,income,Sales - Catering,Corporate Order,Cheras - Corporate Order,3802.52,GrabPay,Cheras,reimbursed
2026-02-13,T15344,income,Other Income,Merchandise,Cheras - Merchandise,1133.27,Credit Card,Cheras,sofi invoice
2026-02-13,T15345,income,Sales - Catering,Wedding,Cheras - Event,3003.21,GrabPay,Cheras,
2026-02-13,T15346,income,Sales - Dine In,Pastries,Cheras - Pastries,1093.18,Cash,Cheras,sofi invoice
2026-02-13,T15347,income,Sales - Catering,Event,Cheras - Corporate Order,4709.24,GrabPay,Cheras,dobule check
2026-02-13,T15348,income,Sales - Dine In,Set Lunch,Cheras - Cakes,1992.21,GrabPay,Cheras,sofi invoice
2026-02-13,T15349,income,Sales - Dine In,Coffee,Cheras - Set Lunch,2056.6,Credit Card,Cheras,dobule check
2026-02-13,T15350,income,Other Income,Workshop Ticket,Cheras - Workshop Ticket,533.25,DuitNow,Cheras,pending receipt
2026-02-13,T15351,income,Sales - Dine In,Cakes,Cheras - Cakes,2250.47,Credit Card,Cheras,
2026-02-14,T15352,income,Sales - Dine In,Set Lunch,SS15 - Cakes,1866.93,DuitNow,SS15,dobule check
2026-02-14,T15353,income,Sales - Dine In,Set Lunch,SS15 - Pastries,1558.92,Cash,SS15,pending receipt
2026-02-14,T15354,income,Sales - Catering,Corporate Order,SS15 - Event,4308.45,Bank Transfer,SS15,
2026-02-14,T15355,income,Sales - Dine In,Pastries,SS15 - Coffee,1083.55,Credit Card,SS15,reimbursed
2026-02-14,T15356,income,Sales - Takeaway,Coffee,SS15 - Pastries,746.33,DuitNow,SS15,reimbursed
2026-02-14,T15357,income,Sales - Takeaway,Pastries,SS15 - Coffee,324.12,TnG eWallet,SS15,check w boss
2026-02-14,T15358,income,Sales - Delivery,ShopeeFood,SS15 - ShopeeFood,420.47,TnG eWallet,SS15,
2026-02-14,T15359,income,Other Income,Gift Card,SS15 - Workshop Ticket,340.17,Bank Transfer,SS15,check w boss
2026-02-14,T15360,income,Sales - Catering,Event,SS15 - Wedding,1895.23,DuitNow,SS15,pending receipt
2026-02-14,T15361,income,Sales - Delivery,ShopeeFood,SS15 - FoodPanda,1203.55,GrabPay,SS15,recurring
2026-02-14,T15362,income,Sales - Delivery,GrabFood,Bangsar - FoodPanda,898.2,Bank Transfer,Bangsar,
2026-02-14,T15363,income,Sales - Catering,Wedding,Bangsar - Event,7727.48,TnG eWallet,Bangsar,
2026-02-14,T15364,income,Sales - Delivery,FoodPanda,Bangsar - ShopeeFood,1584.39,Cash,Bangsar,check w boss
2026-02-14,T15365,income,Sales - Dine In,Pastries,Bangsar - Cakes,2007.38,GrabPay,Bangsar,check w boss
2026-02-14,T15366,income,Sales - Takeaway,Coffee,Bangsar - Coffee,811.26,Bank Transfer,Bangsar,check w boss
2026-02-14,T15367,income,Sales - Dine In,Set Lunch,Bangsar - Coffee,287.5,GrabPay,Bangsar,dobule check
2026-02-14,T15368,income,Other Income,Workshop Ticket,Bangsar - Gift Card,240.63,Bank Transfer,Bangsar,
2026-02-14,T15369,income,Sales - Delivery,FoodPanda,Bangsar - ShopeeFood,401.22,Credit Card,Bangsar,reimbursed
2026-02-14,T15370,income,Other Income,Gift Card,Bangsar - Workshop Ticket,582,Credit Card,Bangsar,urgent
2026-02-14,T15371,income,Other Income,Merchandise,Bangsar - Merchandise,670.38,TnG eWallet,Bangsar,
2026-02-14,T15372,income,Sales - Dine In,Cakes,Bangsar - Set Lunch,241.27,TnG eWallet,Bangsar,recurring
2026-02-14,T15373,income,Sales - Catering,Wedding,Bangsar - Corporate Order,1906.95,Credit Card,Bangsar,reimbursed
2026-02-14,T15374,income,Other Income,Gift Card,Cheras - Workshop Ticket,555.2,Cash,Cheras,sofi invoice
2026-02-14,T15375,income,Sales - Catering,Wedding,Cheras - Wedding,6110.15,GrabPay,Cheras,recurring
2026-02-14,T15376,income,Sales - Dine In,Pastries,Cheras - Pastries,1920.83,GrabPay,Cheras,recurring
2026-02-14,T15377,income,Other Income,Gift Card,Cheras - Merchandise,1157.88,Credit Card,Cheras,
2026-02-14,T15378,income,Sales - Delivery,FoodPanda,Cheras - GrabFood,775.71,Bank Transfer,Cheras,
2026-02-14,T15379,income,Sales - Takeaway,Bread Loaf,Cheras - Bread Loaf,399.09,DuitNow,Cheras,reimbursed
2026-02-14,T15380,income,Sales - Dine In,Cakes,Cheras - Pastries,806.14,TnG eWallet,Cheras,
2026-02-14,T15381,income,Sales - Catering,Event,Cheras - Wedding,4806.35,DuitNow,Cheras,
2026-02-14,T15382,income,Sales - Dine In,Coffee,Cheras - Coffee,1762.95,DuitNow,Cheras,
2026-02-14,T15900,expense,Staff - OT,Extended Hours,SS15 - Weekend,296.51,Cash,SS15,sofi invoice
2026-02-16,T15867,expense,COGS - Ingredients,Sugar,SS15 - Sugar,3069.12,TnG eWallet,SS15,reimbursed
2026-02-10,T15878,expense,COGS - Ingredients,Butter,SS15 - Flour,2267.7,DuitNow,SS15,
2026-02-10,T15948,expense,Admin,Accountant Fee,Bangsar - SSM,356.34,Bank Transfer,Bangsar,
2026-02-11,T15967,expense,Delivery Platforms,GrabFood Commission,Bangsar - GrabFood Commission,232.66,TnG eWallet,Bangsar,recurring
2026-02-12,T15956,expense,Utilities,Electricity,Bangsar - Electricity,908.01,GrabPay,Bangsar,urgent
2026-02-13,T15896,expense,COGS - Ingredients,Flour,SS15 - Butter,1747.65,GrabPay,SS15,sofi invoice
2026-02-14,T15897,expense,Admin,Stationery,SS15 - Accountant Fee,169.71,DuitNow,SS15,recurring
2026-02-14,T15932,expense,Utilities,Internet,Bangsar - Internet,1103.74,Bank Transfer,Bangsar,
2026-02-14,T15935,expense,Staff - OT,Extended Hours,Bangsar - Weekend,448.88,Credit Card,Bangsar,
2026-02-15,T15383,income,Sales - Dine In,Set Lunch,SS15 - Cakes,492.96,TnG eWallet,SS15,
2026-02-15,T15384,income,Sales - Catering,Event,SS15 - Corporate Order,4541.82,Bank Transfer,SS15,urgent
2026-02-15,T15385,income,Sales - Takeaway,Coffee,SS15 - Coffee,104.97,Cash,SS15,sofi invoice
2026-02-15,T15386,income,Sales - Delivery,GrabFood,SS15 - FoodPanda,1139.26,DuitNow,SS15,pending receipt
2026-02-15,T15387,income,Sales - Catering,Corporate Order,SS15 - Event,6078.48,Bank Transfer,SS15,reimbursed
2026-02-15,T15388,income,Sales - Dine In,Cakes,SS15 - Cakes,459.86,Bank Transfer,SS15,dobule check
2026-02-15,T15389,income,Sales - Takeaway,Pastries,SS15 - Pastries,342.16,TnG eWallet,SS15,
2026-02-15,T15390,income,Sales - Dine In,Cakes,SS15 - Cakes,418.47,TnG eWallet,SS15,urgent
2026-02-15,T15391,income,Other Income,Merchandise,SS15 - Gift Card,200.6,TnG eWallet,SS15,check w boss
2026-02-15,T15392,income,Sales - Dine In,Cakes,SS15 - Cakes,775.62,Cash,SS15,urgent
2026-02-15,T15393,income,Sales - Dine In,Cakes,Bangsar - Set Lunch,1171.89,DuitNow,Bangsar,check w boss
2026-02-15,T15394,income,Sales - Delivery,ShopeeFood,Bangsar - GrabFood,925.24,Cash,Bangsar,dobule check
2026-02-15,T15395,income,Sales - Takeaway,Coffee,Bangsar - Coffee,595.51,Cash,Bangsar,reimbursed
2026-02-15,T15396,income,Sales - Delivery,GrabFood,Bangsar - GrabFood,1263.56,GrabPay,Bangsar,urgent
2026-02-15,T15397,income,Sales - Dine In,Coffee,Bangsar - Coffee,260.88,Credit Card,Bangsar,
2026-02-15,T15398,income,Sales - Delivery,GrabFood,Bangsar - ShopeeFood,804.48,GrabPay,Bangsar,sofi invoice
2026-02-15,T15399,income,Sales - Dine In,Coffee,Bangsar - Cakes,204.15,TnG eWallet,Bangsar,pending receipt
2026-02-15,T15400,income,Other Income,Workshop Ticket,Bangsar - Gift Card,651.22,TnG eWallet,Bangsar,sofi invoice
2026-02-15,T15401,income,Sales - Takeaway,Coffee,Bangsar - Pastries,687.25,DuitNow,Bangsar,
2026-02-15,T15402,income,Other Income,Workshop Ticket,Bangsar - Merchandise,775.05,Cash,Bangsar,
2026-02-15,T15403,income,Sales - Dine In,Pastries,Bangsar - Set Lunch,1666.91,TnG eWallet,Bangsar,recurring
2026-02-15,T15404,income,Sales - Takeaway,Pastries,Bangsar - Bread Loaf,240.49,Credit Card,Bangsar,pending receipt
2026-02-15,T15405,income,Sales - Delivery,FoodPanda,Bangsar - GrabFood,913.98,GrabPay,Bangsar,recurring
2026-02-15,T15406,income,Other Income,Gift Card,Cheras - Gift Card,481.63,Bank Transfer,Cheras,sofi invoice
2026-02-15,T15407,income,Other Income,Merchandise,Cheras - Gift Card,1134.09,TnG eWallet,Cheras,pending receipt
2026-02-15,T15408,income,Sales - Catering,Corporate Order,Cheras - Corporate Order,5039.55,Credit Card,Cheras,urgent
2026-02-15,T15409,income,Sales - Catering,Corporate Order,Cheras - Corporate Order,3884.62,Credit Card,Cheras,
2026-02-15,T15410,income,Sales - Catering,Corporate Order,Cheras - Corporate Order,4160.07,GrabPay,Cheras,
2026-02-15,T15411,income,Sales - Dine In,Pastries,Cheras - Coffee,248.73,DuitNow,Cheras,urgent
2026-02-15,T15412,income,Sales - Takeaway,Bread Loaf,Cheras - Coffee,86.11,DuitNow,Cheras,urgent
2026-02-15,T15413,income,Sales - Takeaway,Bread Loaf,Cheras - Pastries,779.67,Credit Card,Cheras,
2026-02-15,T15414,income,Sales - Takeaway,Coffee,Cheras - Bread Loaf,525.86,Bank Transfer,Cheras,sofi invoice
2026-02-15,T15415,income,Sales - Dine In,Cakes,Cheras - Cakes,1852.69,DuitNow,Cheras,dobule check
2026-02-14,T15964,expense,Marketing,Influencer,Bangsar - FB Ads,808.87,Credit Card,Bangsar,
2026-02-15,T15905,expense,Admin,Stationery,SS15 - Accountant Fee,949.49,Bank Transfer,SS15,
2026-02-15,T15941,expense,COGS - Packaging,Boxes,Bangsar - Stickers,288.98,Credit Card,Bangsar,
2026-02-15,T15942,expense,Utilities,Gas,Bangsar - Internet,849.68,Bank Transfer,Bangsar,sofi invoice
2026-02-16,T15416,income,Sales - Takeaway,Bread Loaf,SS15 - Coffee,218.93,Cash,SS15,
2026-02-16,T15417,income,Other Income,Gift Card,SS15 - Merchandise,658.2,Bank Transfer,SS15,recurring
2026-02-16,T15418,income,Sales - Takeaway,Coffee,SS15 - Bread Loaf,371.64,GrabPay,SS15,recurring
2026-02-16,T15419,income,Sales - Delivery,ShopeeFood,SS15 - ShopeeFood,962.58,GrabPay,SS15,dobule check
2026-02-16,T15420,income,Sales - Takeaway,Pastries,SS15 - Bread Loaf,256.45,GrabPay,SS15,reimbursed
2026-02-16,T15421,income,Sales - Takeaway,Bread Loaf,SS15 - Coffee,431.67,Cash,SS15,dobule check
2026-02-16,T15422,income,Sales - Takeaway,Pastries,SS15 - Bread Loaf,692.99,Bank Transfer,SS15,reimbursed
2026-02-16,T15423,income,Sales - Delivery,ShopeeFood,SS15 - ShopeeFood,471.63,Cash,SS15,
2026-02-16,T15424,income,Sales - Dine In,Coffee,SS15 - Set Lunch,1246.98,Credit Card,SS15,pending receipt
2026-02-16,T15425,income,Sales - Catering,Event,SS15 - Event,6602.14,DuitNow,SS15,
2026-02-16,T15426,income,Sales - Dine In,Pastries,Bangsar - Set Lunch,1651.11,Credit Card,Bangsar,pending receipt
2026-02-15,T16015,expense,Delivery Platforms,GrabFood Commission,Cheras - GrabFood Commission,341.52,Bank Transfer,Cheras,
